transcript_id,batch1,batch2,chem1,chem2
YGR084C_mRNA,0,0,0,0
YGR085C_mRNA,0,0,0,0
YGR086C_mRNA,0,0,0,0
YGR087C_mRNA,0,0,0,0
YGR088W_mRNA,0,0,0,0
YGR089W_mRNA,0,0,0,0
tT(UGU)G1_tRNA,0,0,0,0
YGR090W_mRNA,0,0,0,0
YGR091W_mRNA,0,0,0,0
YGR092W_mRNA,0,0,0,0
YGR093W_mRNA,0,0,0,0
YGR094W_mRNA,0,0,0,0
YGR095C_mRNA,0,0,0,0
YGR096W_mRNA,0,0,0,0
YGR097W_mRNA,0,0,0,0
YGR098C_mRNA,0,0,0,0
YGR099W_mRNA,0,0,0,0
YGR100W_mRNA,0,0,0,0
YGR101W_mRNA,0,0,0,0
YGR102C_mRNA,0,0,0,0
YGR103W_mRNA,0,0,0,0
YGR104C_mRNA,0,0,0,0
YGR105W_mRNA,0,0,0,0
YGR106C_mRNA,0,0,0,0
tL(GAG)G_tRNA,0,0,0,0
tK(UUU)G2_tRNA,0,0,0,0
YGR107W_mRNA,0,0,0,0
YGR108W_mRNA,0,0,0,0
YGR109C_mRNA,0,0,0,0
tC(GCA)G_tRNA,0,0,0,0
YGR109W-A,0,0,0,0
YGR109W-B,0,0,1,0
YGR110W_mRNA,0,0,0,0
YGR111W_mRNA,0,0,0,0
YGR112W_mRNA,0,0,0,0
YGR113W_mRNA,0,0,0,0
YGR114C_mRNA,0,0,0,0
YGR115C_mRNA,0,0,0,0
YGR116W_mRNA,0,0,0,0
YGR117C_mRNA,0,0,0,0
YGR118W_mRNA,0,0,0,0
YGR119C_mRNA,0,0,0,0
YGR120C_mRNA,0,0,0,0
tN(GUU)G_tRNA,0,0,0,0
YGR121C_mRNA,0,0,0,0
YGR121W-A_mRNA,0,0,0,0
YGR122W_mRNA,0,0,0,0
YGR122C-A_mRNA,0,0,0,0
tR(UCU)G3_tRNA,0,0,0,0
YGR123C_mRNA,0,0,0,0
tI(AAU)G_tRNA,0,0,0,0
YGR124W_mRNA,0,0,0,0
YGR125W_mRNA,0,0,0,0
YGR126W_mRNA,0,0,0,0
YGR127W_mRNA,0,0,0,0
YGR128C_mRNA,0,0,0,0
YGR129W_mRNA,0,0,0,0
YGR130C_mRNA,0,0,0,0
YGR131W_mRNA,0,0,0,0
YGR132C_mRNA,0,0,0,0
YGR133W_mRNA,0,0,0,0
YGR134W_mRNA,0,0,0,0
YGR135W_mRNA,0,0,0,0
YGR136W_mRNA,0,0,0,0
YGR137W_mRNA,0,0,0,0
YGR138C_mRNA,0,0,0,0
YGR139W_mRNA,0,0,0,0
YGR140W_mRNA,0,0,0,0
YGR141W_mRNA,0,0,0,0
YGR142W_mRNA,0,0,0,0
tA(AGC)G_tRNA,0,0,0,0
YGR143W_mRNA,0,0,0,0
tG(UCC)G_tRNA,0,0,0,0
YGR144W_mRNA,0,0,0,0
YGR145W_mRNA,0,0,0,0
YGR146C_mRNA,0,0,0,0
YGR146C-A_mRNA,0,0,0,0
YGR147C_mRNA,0,0,0,0
YGR148C_mRNA,0,0,0,0
YGR149W_mRNA,0,0,0,0
YGR150C_mRNA,0,0,0,0
tA(UGC)G_tRNA,0,0,0,0
YGR151C_mRNA,0,0,0,0
YGR152C_mRNA,0,0,0,0
YGR153W_mRNA,0,0,0,0
YGR154C_mRNA,0,0,0,0
YGR155W_mRNA,0,0,0,0
YGR156W_mRNA,0,0,0,0
YGR157W_mRNA,0,0,0,0
YGR158C_mRNA,0,0,0,0
YGR159C_mRNA,0,0,0,0
YGR160W_mRNA,0,0,0,0
YGR161C_mRNA,0,0,0,0
YGR161W-C_mRNA,0,0,0,0
YGR161W-A,0,0,0,0
YGR161W-B,0,0,0,0
tV(AAC)G2_tRNA,0,0,0,0
YGR162W_mRNA,0,0,0,0
YGR163W_mRNA,0,0,0,0
YGR164W_mRNA,0,0,0,0
tR(UCU)G2_tRNA,0,0,0,0
YGR165W_mRNA,0,0,0,0
YGR166W_mRNA,0,0,0,0
YGR167W_mRNA,0,0,0,0
YGR168C_mRNA,0,0,0,0
YGR169C_mRNA,0,0,0,0
YGR169C-A_mRNA,0,0,0,0
YGR170W_mRNA,0,0,0,0
YGR171C_mRNA,0,0,0,0
YGR172C_mRNA,0,0,0,0
YGR173W_mRNA,0,0,0,0
tG(GCC)G1_tRNA,0,0,0,0
YGR174C_mRNA,0,0,0,0
YGR174W-A_mRNA,0,0,0,0
YGR175C_mRNA,0,0,0,0
YGR176W_mRNA,0,0,0,0
YGR177C_mRNA,0,0,0,0
YGR178C_mRNA,0,0,0,0
YGR179C_mRNA,0,0,0,0
YGR180C_mRNA,0,0,0,0
tL(CAA)G3_tRNA,0,0,0,0
YGR181W_mRNA,0,0,0,0
YGR182C_mRNA,0,0,0,0
YGR183C_mRNA,0,0,0,0
YGR184C_mRNA,0,0,0,0
YGR185C_mRNA,0,0,0,0
YGR186W_mRNA,0,0,0,0
YGR187C_mRNA,0,0,0,0
YGR188C_mRNA,0,0,0,0
tK(CUU)G3_tRNA,0,0,0,0
YGR189C_mRNA,0,0,0,0
tW(CCA)G2_tRNA,0,0,0,0
YGR190C_mRNA,0,0,0,0
YGR191W_mRNA,0,0,0,0
YGR192C_mRNA,0,0,0,0
YGR193C_mRNA,0,0,0,0
YGR194C_mRNA,0,0,0,0
YGR195W_mRNA,0,0,0,0
YGR196C_mRNA,0,0,0,0
YGR197C_mRNA,0,0,0,0
YGR198W_mRNA,0,0,0,0
YGR199W_mRNA,0,0,0,0
YGR200C_mRNA,0,0,0,0
YGR201C_mRNA,0,0,0,0
YGR202C_mRNA,0,0,0,0
YGR203W_mRNA,0,0,0,0
YGR204W_mRNA,0,0,0,0
YGR204C-A_mRNA,0,0,0,0
YGR205W_mRNA,0,0,0,0
YGR206W_mRNA,0,0,0,0
YGR207C_mRNA,0,0,0,0
YGR208W_mRNA,0,0,0,0
YGR209C_mRNA,0,0,0,0
YGR210C_mRNA,0,0,0,0
YGR211W_mRNA,0,0,0,0
YGR212W_mRNA,0,0,0,0
YGR213C_mRNA,0,0,0,0
YGR214W_mRNA,0,0,0,0
YGR215W_mRNA,0,0,0,0
YGR216C_mRNA,0,0,0,0
YGR217W_mRNA,0,0,0,0
tG(GCC)G2_tRNA,0,0,0,0
YGR218W_mRNA,0,0,0,0
YGR219W_mRNA,0,0,0,0
YGR220C_mRNA,0,0,0,0
YGR221C_mRNA,0,0,0,0
snR7-L_snRNA,0,0,0,0
snR7-S_snRNA,0,0,0,0
YGR222W_mRNA,0,0,0,0
YGR223C_mRNA,0,0,0,0
YGR224W_mRNA,0,0,0,0
YGR225W_mRNA,0,0,0,0
YGR226C_mRNA,0,0,0,0
YGR227W_mRNA,0,0,0,0
YGR228W_mRNA,0,0,0,0
YGR229C_mRNA,0,0,0,0
YGR230W_mRNA,0,0,0,0
YGR231C_mRNA,0,0,0,0
YGR232W_mRNA,0,0,0,0
YGR233C_mRNA,0,0,0,0
YGR234W_mRNA,0,0,0,0
YGR235C_mRNA,0,0,0,0
YGR236C_mRNA,0,0,0,0
YGR237C_mRNA,0,0,0,0
YGR238C_mRNA,0,0,0,0
YGR239C_mRNA,0,0,0,0
YGR240C_mRNA,0,0,0,0
YGR240C-A_mRNA,0,0,0,0
YGR241C_mRNA,0,0,0,0
YGR242W_mRNA,0,0,0,0
YGR243W_mRNA,0,0,0,0
YGR244C_mRNA,0,0,0,0
YGR245C_mRNA,0,0,0,0
YGR246C_mRNA,0,0,0,0
YGR247W_mRNA,0,0,0,0
YGR248W_mRNA,0,0,0,0
YGR249W_mRNA,0,0,0,0
YGR250C_mRNA,0,0,0,0
YGR251W_mRNA,0,0,0,0
YGR252W_mRNA,0,0,0,0
YGR253C_mRNA,0,0,0,0
YGR254W_mRNA,0,0,0,0
YGR255C_mRNA,0,0,0,0
tT(UGU)G2_tRNA,0,0,0,0
YGR256W_mRNA,0,0,0,0
YGR257C_mRNA,0,0,0,0
YGR258C_mRNA,0,0,0,0
YGR259C_mRNA,0,0,0,0
YGR260W_mRNA,0,0,0,0
YGR261C_mRNA,0,0,0,0
YGR262C_mRNA,0,0,0,0
YGR263C_mRNA,0,0,0,0
YGR264C_mRNA,0,0,0,0
YGR265W_mRNA,0,0,0,0
YGR266W_mRNA,0,0,0,0
YGR267C_mRNA,0,0,0,0
YGR268C_mRNA,0,0,0,0
YGR269W_mRNA,0,0,0,0
YGR270W_mRNA,0,0,0,0
YGR270C-A_mRNA,0,0,0,0
YGR271W_mRNA,0,0,0,0
YGR271C-A_mRNA,0,0,0,0
YGR273C_mRNA,0,0,0,0
YGR274C_mRNA,0,0,0,0
YGR275W_mRNA,0,0,0,0
YGR276C_mRNA,0,0,0,0
YGR277C_mRNA,0,0,0,0
YGR278W_mRNA,0,0,0,0
YGR279C_mRNA,0,0,0,0
YGR280C_mRNA,0,0,0,0
YGR281W_mRNA,0,0,0,0
YGR282C_mRNA,0,0,0,0
YGR283C_mRNA,0,0,0,0
YGR284C_mRNA,0,0,0,0
YGR285C_mRNA,0,0,0,0
YGR286C_mRNA,0,0,0,0
YGR287C_mRNA,0,0,0,0
YGR288W_mRNA,0,0,0,0
YGR289C_mRNA,0,0,0,0
YGR290W_mRNA,0,0,0,0
YGR291C_mRNA,0,0,0,0
YGR292W_mRNA,0,0,0,0
YGR293C_mRNA,0,0,0,0
YGR294W_mRNA,0,0,0,0
YGR295C_mRNA,0,0,0,0
YGR296W_mRNA,0,0,0,0
YGR296C-A_mRNA,0,0,0,0
YGR296C-B_mRNA,0,0,0,0
YHL050C_mRNA,0,0,0,0
YHL050W-A_mRNA,0,0,0,0
YHL049C_mRNA,0,0,0,0
YHL048C-A_mRNA,0,0,0,0
YHL048W_mRNA,0,0,0,0
YHL047C_mRNA,0,0,0,0
YHL046W-A_mRNA,0,0,0,0
YHL046C_mRNA,0,0,0,0
YHL045W_mRNA,0,0,0,0
YHL044W_mRNA,0,0,0,0
YHL043W_mRNA,0,0,0,0
YHL042W_mRNA,0,0,0,0
YHL041W_mRNA,0,0,0,0
YHL040C_mRNA,0,0,0,0
YHL039W_mRNA,0,0,0,0
YHL038C_mRNA,0,0,0,0
YHL037C_mRNA,0,0,0,0
YHL036W_mRNA,0,0,0,0
YHL035C_mRNA,0,0,0,0
YHL034W-A_mRNA,0,0,0,0
YHL034C_mRNA,0,0,0,0
YHL033C_mRNA,0,0,0,0
YHL032C_mRNA,0,0,0,0
YHL031C_mRNA,0,0,0,0
YHL030W-A_mRNA,0,0,0,0
YHL030W_mRNA,0,0,0,0
YHL029C_mRNA,0,0,0,0
YHL028W_mRNA,0,0,0,0
YHL027W_mRNA,0,0,0,0
YHL026C_mRNA,0,0,0,0
YHL025W_mRNA,0,0,0,0
YHL024W_mRNA,0,0,0,0
YHL023C_mRNA,0,0,0,0
tH(GUG)H_tRNA,0,0,0,0
YHL022C_mRNA,0,0,0,0
YHL021C_mRNA,0,0,0,0
YHL020C_mRNA,0,0,0,0
YHL019W-A_mRNA,0,0,0,0
YHL019C_mRNA,0,0,0,0
YHL018W_mRNA,0,0,0,0
YHL017W_mRNA,0,0,0,0
YHL016C_mRNA,0,0,0,0
YHL015W-A_mRNA,0,0,0,0
YHL015W_mRNA,0,0,0,0
YHL014C_mRNA,0,0,0,0
YHL013C_mRNA,0,0,0,0
YHL012W_mRNA,0,0,0,0
YHL011C_mRNA,0,0,0,0
YHL010C_mRNA,0,0,0,0
YHL009C_mRNA,0,0,0,0
tV(AAC)H_tRNA,0,0,0,0
YHL009W-A,0,0,0,0
YHL009W-B,0,0,0,0
YHL008C_mRNA,0,0,0,0
YHL007C_mRNA,0,0,0,0
YHL006W-A_mRNA,0,0,0,0
YHL006C_mRNA,0,0,0,0
YHL005C_mRNA,0,0,0,0
YHL004W_mRNA,0,0,0,0
YHL003C_mRNA,0,0,0,0
YHL002C-A_mRNA,0,0,0,0
YHL002W_mRNA,0,0,0,0
YHL001W_mRNA,0,0,0,0
YHR001W_mRNA,0,0,0,0
YHR001W-A_mRNA,0,0,0,0
YHR002W_mRNA,0,0,0,0
YHR003C_mRNA,0,0,0,0
YHR004C_mRNA,0,0,0,0
YHR005C_mRNA,0,0,0,0
YHR005C-A_mRNA,0,0,0,0
tT(AGU)H_tRNA,0,0,0,0
YHR006W_mRNA,0,0,0,0
YHR007C_mRNA,0,0,0,0
YHR007C-A_mRNA,0,0,0,0
YHR008C_mRNA,0,0,0,0
YHR009C_mRNA,0,0,0,0
YHR010W_mRNA,0,0,0,0
YHR011W_mRNA,0,0,0,0
YHR012W_mRNA,0,0,0,0
YHR013C_mRNA,0,0,0,0
YHR014W_mRNA,0,0,0,0
tS(AGA)H_tRNA,0,0,0,0
tQ(UUG)H_tRNA,0,0,0,0
YHR015W_mRNA,0,0,0,0
YHR016C_mRNA,0,0,0,0
YHR017W_mRNA,0,0,0,0
YHR018C_mRNA,0,0,0,0
YHR019C_mRNA,0,0,0,0
YHR020W_mRNA,0,0,0,0
tA(AGC)H_tRNA,0,0,0,0
YHR021C_mRNA,0,0,0,0
YHR021W-A_mRNA,0,0,0,0
YHR022C_mRNA,0,0,0,0
YHR022C-A_mRNA,0,0,0,0
YHR023W_mRNA,0,0,0,0
YHR024C_mRNA,0,0,0,0
YHR025W_mRNA,0,0,0,0
YHR026W_mRNA,0,0,0,0
YHR027C_mRNA,0,0,0,0
YHR028C_mRNA,0,0,0,0
YHR028W-A_mRNA,0,0,0,0
YHR029C_mRNA,0,0,0,0
YHR030C_mRNA,0,0,0,0
YHR031C_mRNA,0,0,0,0
YHR032W_mRNA,0,0,0,0
YHR032W-A_mRNA,0,0,0,0
YHR032C-A_mRNA,0,0,0,0
YHR033W_mRNA,0,0,0,0
YHR034C_mRNA,0,0,0,0
YHR035W_mRNA,0,0,0,0
YHR036W_mRNA,0,0,0,0
YHR037W_mRNA,0,0,0,0
YHR038W_mRNA,0,0,0,0
YHR039C_mRNA,0,0,0,0
YHR039C-A_mRNA,0,0,0,0
YHR040W_mRNA,0,0,0,0
YHR041C_mRNA,0,0,0,0
YHR042W_mRNA,0,0,0,0
YHR043C_mRNA,0,0,0,0
YHR044C_mRNA,0,0,0,0
YHR045W_mRNA,0,0,0,0
YHR046C_mRNA,0,0,0,0
YHR047C_mRNA,0,0,0,0
YHR048W_mRNA,0,0,0,0
YHR049W_mRNA,0,0,0,0
YHR049C-A_mRNA,0,0,0,0
YHR050W_mRNA,0,0,0,0
YHR050W-A_mRNA,0,0,0,0
YHR051W_mRNA,0,0,0,0
YHR052W_mRNA,0,0,0,0
RUF5-1_ncRNA,0,0,0,0
YHR052W-A_mRNA,0,0,0,0
YHR053C_mRNA,0,0,0,0
YHR054C_mRNA,0,0,0,0
RUF5-2_ncRNA,0,0,0,0
YHR054W-A_mRNA,0,0,0,0
YHR055C_mRNA,0,0,0,0
YHR056C_mRNA,0,0,0,0
YHR056W-A_mRNA,0,0,0,0
YHR057C_mRNA,0,0,0,0
YHR058C_mRNA,0,0,0,0
YHR059W_mRNA,0,0,0,0
YHR060W_mRNA,0,0,0,0
YHR061C_mRNA,0,0,0,0
YHR062C_mRNA,0,0,0,0
YHR063C_mRNA,0,0,0,0
YHR063W-A_mRNA,0,0,0,0
YHR064C_mRNA,0,0,0,0
YHR065C_mRNA,0,0,0,0
YHR066W_mRNA,0,0,0,0
YHR067W_mRNA,0,0,0,0
YHR068W_mRNA,0,0,0,0
YHR069C_mRNA,0,0,0,0
YHR069C-A_mRNA,0,0,0,0
YHR070W_mRNA,0,0,0,0
YHR070C-A_mRNA,0,0,0,0
YHR071W_mRNA,0,0,0,0
tF(GAA)H1_tRNA,0,0,0,0
YHR071C-A_mRNA,0,0,0,0
YHR072W_mRNA,0,0,0,0
YHR072W-A_mRNA,0,0,0,0
YHR073W_mRNA,0,0,0,0
YHR073W-A_mRNA,0,0,0,0
YHR073C-B_mRNA,0,0,0,0
YHR074W_mRNA,0,0,0,0
YHR075C_mRNA,0,0,0,0
YHR076W_mRNA,0,0,0,0
YHR077C_mRNA,0,0,0,0
YHR078W_mRNA,0,0,0,0
YHR079C_mRNA,0,0,0,0
YHR079C-A_mRNA,0,0,0,0
YHR080C_mRNA,0,0,0,0
YHR081W_mRNA,0,0,0,0
YHR082C_mRNA,0,0,0,0
YHR083W_mRNA,0,0,0,0
YHR084W_mRNA,0,0,0,0
YHR085W_mRNA,0,0,0,0
YHR086W_mRNA,0,0,0,0
YHR086W-A_mRNA,0,0,0,0
YHR087W_mRNA,0,0,0,0
YHR088W_mRNA,0,0,0,0
YHR089C_mRNA,0,0,0,0
YHR090C_mRNA,0,0,0,0
YHR091C_mRNA,0,0,0,0
YHR092C_mRNA,0,0,0,0
YHR093W_mRNA,0,0,0,0
YHR094C_mRNA,0,0,0,0
YHR095W_mRNA,0,0,0,0
YHR096C_mRNA,0,0,0,0
YHR097C_mRNA,0,0,0,0
YHR098C_mRNA,0,0,0,0
YHR099W_mRNA,0,0,0,0
YHR100C_mRNA,0,0,0,0
YHR101C_mRNA,0,0,0,0
YHR102W_mRNA,0,0,0,0
YHR103W_mRNA,0,0,0,0
YHR104W_mRNA,0,0,0,0
YHR105W_mRNA,0,0,0,0
YHR106W_mRNA,0,0,0,0
YHR107C_mRNA,0,0,0,0
YHR108W_mRNA,0,0,0,0
YHR109W_mRNA,0,0,0,0
YHR110W_mRNA,0,0,0,0
YHR111W_mRNA,0,0,0,0
YHR112C_mRNA,0,0,0,0
YHR113W_mRNA,0,0,0,0
YHR114W_mRNA,0,0,0,0
YHR115C_mRNA,0,0,0,0
YHR116W_mRNA,0,0,0,0
YHR117W_mRNA,0,0,0,0
YHR118C_mRNA,0,0,0,0
YHR119W_mRNA,0,0,0,0
YHR120W_mRNA,0,0,0,0
YHR121W_mRNA,0,0,0,0
YHR122W_mRNA,0,0,0,0
YHR123W_mRNA,0,0,0,0
YHR124W_mRNA,0,0,0,0
tF(GAA)H2_tRNA,0,0,0,0
YHR125W_mRNA,0,0,0,0
YHR126C_mRNA,0,0,0,0
YHR127W_mRNA,0,0,0,0
YHR128W_mRNA,0,0,0,0
YHR129C_mRNA,0,0,0,0
YHR130C_mRNA,0,0,0,0
YHR131C_mRNA,0,0,0,0
YHR131W-A_mRNA,0,0,0,0
YHR132C_mRNA,0,0,0,0
YHR132W-A_mRNA,0,0,0,0
YHR133C_mRNA,0,0,0,0
YHR134W_mRNA,0,0,0,0
YHR135C_mRNA,0,0,0,0
YHR136C_mRNA,0,0,0,0
YHR137W_mRNA,0,0,0,0
YHR137C-A_mRNA,0,0,0,0
YHR138C_mRNA,0,0,0,0
YHR139C_mRNA,0,0,0,0
YHR139C-A_mRNA,0,0,0,0
YHR140W_mRNA,0,0,0,0
snR32_snoRNA,0,0,0,0
YHR141C_mRNA,0,0,0,0
YHR142W_mRNA,0,0,0,0
YHR143W_mRNA,0,0,0,0
YHR143W-A_mRNA,0,0,0,0
YHR144C_mRNA,0,0,0,0
tP(UGG)H_tRNA,0,0,0,0
YHR145C_mRNA,0,0,0,0
YHR146W_mRNA,0,0,0,0
YHR147C_mRNA,0,0,0,0
YHR148W_mRNA,0,0,0,0
YHR149C_mRNA,0,0,0,0
YHR150W_mRNA,0,0,0,0
YHR151C_mRNA,0,0,0,0
YHR152W_mRNA,0,0,0,0
YHR153C_mRNA,0,0,0,0
YHR154W_mRNA,0,0,0,0
YHR155W_mRNA,0,0,0,0
snR71_snoRNA,0,0,0,0
YHR156C_mRNA,0,0,0,0
YHR157W_mRNA,0,0,0,0
YHR158C_mRNA,0,0,0,0
YHR159W_mRNA,0,0,0,0
YHR160C_mRNA,0,0,0,0
YHR161C_mRNA,0,0,0,0
YHR162W_mRNA,0,0,0,0
YHR163W_mRNA,0,0,0,0
YHR164C_mRNA,0,0,0,0
YHR165C_mRNA,0,0,0,0
YHR165W-A_mRNA,0,0,0,0
YHR166C_mRNA,0,0,0,0
YHR167W_mRNA,0,0,0,0
YHR168W_mRNA,0,0,0,0
YHR169W_mRNA,0,0,0,0
YHR170W_mRNA,0,0,0,0
YHR171W_mRNA,0,0,0,0
YHR172W_mRNA,0,0,0,0
YHR173C_mRNA,0,0,0,0
YHR174W_mRNA,0,0,0,0
YHR175W_mRNA,0,0,0,0
YHR175W-A_mRNA,0,0,0,0
YHR176W_mRNA,0,0,0,0
YHR177W_mRNA,0,0,0,0
YHR178W_mRNA,0,0,0,0
YHR179W_mRNA,0,0,0,0
YHR180W_mRNA,0,0,0,0
YHR180W-A_mRNA,0,0,0,0
YHR180C-B_mRNA,0,0,0,0
tT(UGU)H_tRNA,0,0,0,0
YHR181W_mRNA,0,0,0,0
YHR182W_mRNA,0,0,0,0
YHR182C-A_mRNA,0,0,0,0
YHR183W_mRNA,0,0,0,0
YHR184W_mRNA,0,0,0,0
YHR185C_mRNA,0,0,0,0
tV(CAC)H_tRNA,0,0,0,0
YHR186C_mRNA,0,0,0,0
YHR187W_mRNA,0,0,0,0
YHR188C_mRNA,0,0,0,0
YHR189W_mRNA,0,0,0,0
YHR190W_mRNA,0,0,0,0
YHR191C_mRNA,0,0,0,0
YHR192W_mRNA,0,0,0,0
YHR193C_mRNA,0,0,0,0
YHR193C-A_mRNA,0,0,0,0
YHR194W_mRNA,0,0,0,0
YHR195W_mRNA,0,0,0,0
YHR196W_mRNA,0,0,0,0
YHR197W_mRNA,0,0,0,0
YHR198C_mRNA,0,0,0,0
YHR199C_mRNA,0,0,0,0
YHR199C-A_mRNA,0,0,0,0
YHR200W_mRNA,0,0,0,0
YHR201C_mRNA,0,0,0,0
YHR202W_mRNA,0,0,0,0
YHR203C_mRNA,0,0,0,0
YHR204W_mRNA,0,0,0,0
YHR205W_mRNA,0,0,0,0
YHR206W_mRNA,0,0,0,0
YHR207C_mRNA,0,0,0,0
YHR208W_mRNA,0,0,0,0
YHR209W_mRNA,0,0,0,0
YHR210C_mRNA,0,0,0,0
YHR214C-E_mRNA,0,2,6,2
YHR217C_mRNA,0,0,0,0
YHR218W_mRNA,0,0,0,0
YHR218W-A_mRNA,0,0,0,0
YHR219W_mRNA,0,0,0,0
YHR219C-A_mRNA,0,0,0,0
YJL225C_mRNA,0,0,0,0
YJL225W-A_mRNA,0,0,0,0
YJL223C_mRNA,0,0,0,0
YJL222W-B_mRNA,0,0,0,0
YJL222W-A_mRNA,0,0,0,0
YJL222W_mRNA,0,0,0,0
YJL221C_mRNA,0,0,0,0
YJL220W_mRNA,0,0,0,0
YJL219W_mRNA,0,0,0,0
YJL218W_mRNA,0,0,0,0
YJL217W_mRNA,0,0,0,0
YJL216C_mRNA,0,0,0,0
YJL215C_mRNA,0,0,0,0
YJL214W_mRNA,0,0,0,0
YJL213W_mRNA,0,0,0,0
YJL212C_mRNA,0,0,0,0
YJL211C_mRNA,0,0,0,0
YJL210W_mRNA,0,0,0,0
YJL209W_mRNA,0,0,0,0
YJL208C_mRNA,0,0,0,0
YJL207C_mRNA,0,0,0,0
YJL206C_mRNA,0,0,0,0
YJL205C_mRNA,0,0,0,0
YJL204C_mRNA,0,0,0,0
YJL203W_mRNA,0,0,0,0
YJL202C_mRNA,0,0,0,0
YJL201W_mRNA,0,0,0,0
YJL200C_mRNA,0,0,0,0
tT(AGU)J_tRNA,0,0,0,0
YJL199C_mRNA,0,0,0,0
YJL198W_mRNA,0,0,0,0
YJL197W_mRNA,0,0,0,0
YJL197C-A_mRNA,0,0,0,0
YJL196C_mRNA,0,0,0,0
YJL195C_mRNA,0,0,0,0
YJL194W_mRNA,0,0,0,0
YJL193W_mRNA,0,0,0,0
YJL192C_mRNA,0,0,0,0
YJL191W_mRNA,0,0,0,0
YJL190C_mRNA,0,0,0,0
YJL189W_mRNA,0,0,0,0
YJL188C_mRNA,0,0,0,0
YJL187C_mRNA,0,0,0,0
YJL186W_mRNA,0,0,0,0
YJL185C_mRNA,0,0,0,0
YJL184W_mRNA,0,0,0,0
YJL183W_mRNA,0,0,0,0
YJL182C_mRNA,0,0,0,0
YJL181W_mRNA,0,0,0,0
YJL180C_mRNA,0,0,0,0
YJL179W_mRNA,0,0,0,0
YJL178C_mRNA,0,0,0,0
YJL177W_mRNA,0,0,0,0
YJL176C_mRNA,0,0,0,0
YJL175W_mRNA,0,0,0,0
YJL174W_mRNA,0,0,0,0
YJL173C_mRNA,0,0,0,0
YJL172W_mRNA,0,0,0,0
YJL171C_mRNA,0,0,0,0
YJL170C_mRNA,0,0,0,0
YJL169W_mRNA,0,0,0,0
YJL168C_mRNA,0,0,0,0
YJL167W_mRNA,0,0,0,0
YJL166W_mRNA,0,0,0,0
YJL165C_mRNA,0,0,0,0
YJL164C_mRNA,0,0,0,0
YJL163C_mRNA,0,0,0,0
YJL162C_mRNA,0,0,0,0
tE(UUC)J_tRNA,0,0,0,0
YJL161W_mRNA,0,0,0,0
YJL160C_mRNA,0,0,0,0
YJL159W_mRNA,0,0,0,0
YJL158C_mRNA,0,0,0,0
YJL157C_mRNA,0,0,0,0
YJL156W-A_mRNA,0,0,0,0
YJL156C_mRNA,0,0,0,0
YJL155C_mRNA,0,0,0,0
YJL154C_mRNA,0,0,0,0
YJL153C_mRNA,0,0,0,0
YJL152W_mRNA,0,0,0,0
YJL151C_mRNA,0,0,0,0
YJL150W_mRNA,0,0,0,0
YJL149W_mRNA,0,0,0,0
snR128_snoRNA,0,0,0,0
snR190_snoRNA,0,0,0,0
YJL148W_mRNA,0,0,0,0
YJL147C_mRNA,0,0,0,0
YJL146W_mRNA,0,0,0,0
YJL145W_mRNA,0,0,0,0
YJL144W_mRNA,0,0,0,0
YJL143W_mRNA,0,0,0,0
YJL142C_mRNA,0,0,0,0
YJL141C_mRNA,0,0,0,0
YJL140W_mRNA,0,0,0,0
YJL139C_mRNA,0,0,0,0
YJL138C_mRNA,0,0,0,0
YJL137C_mRNA,0,0,0,0
YJL136W-A_mRNA,0,0,0,0
YJL136C_mRNA,0,0,0,0
YJL135W_mRNA,0,0,0,0
YJL134W_mRNA,0,0,0,0
YJL133C-A_mRNA,0,0,0,0
YJL133W_mRNA,0,0,0,0
YJL132W_mRNA,0,0,0,0
YJL131C_mRNA,0,0,0,0
YJL130C_mRNA,0,0,0,0
YJL129C_mRNA,0,0,0,0
YJL128C_mRNA,0,0,0,0
YJL127W-A_mRNA,0,0,0,0
YJL127C-B_mRNA,0,0,0,0
YJL127C_mRNA,0,0,0,0
YJL126W_mRNA,0,0,0,0
YJL125C_mRNA,0,0,0,0
YJL124C_mRNA,0,0,0,0
YJL123C_mRNA,0,0,0,0
YJL122W_mRNA,0,0,0,0
YJL121C_mRNA,0,0,0,0
YJL120W_mRNA,0,0,0,0
YJL119C_mRNA,0,0,0,0
YJL118W_mRNA,0,0,0,0
YJL117W_mRNA,0,0,0,0
YJL116C_mRNA,0,0,0,0
YJL115W_mRNA,0,0,0,0
tA(AGC)J_tRNA,0,0,0,0
YJL114W,0,0,0,0
YJL113W,0,0,0,0
tD(GUC)J1_tRNA,0,0,0,0
YJL112W_mRNA,0,0,0,0
YJL111W_mRNA,0,0,0,0
YJL110C_mRNA,0,0,0,0
YJL109C_mRNA,0,0,0,0
YJL108C_mRNA,0,0,0,0
YJL107C_mRNA,0,0,0,0
YJL106W_mRNA,0,0,0,0
YJL105W_mRNA,0,0,0,0
YJL104W_mRNA,0,0,0,0
snR37_snoRNA,0,0,0,0
YJL103C_mRNA,0,0,0,0
YJL102W_mRNA,0,0,0,0
tR(ACG)J_tRNA,0,0,0,0
YJL101C_mRNA,0,0,0,0
YJL100W_mRNA,0,0,0,0
YJL099W_mRNA,0,0,0,0
YJL098W_mRNA,0,0,0,0
YJL097W_mRNA,0,0,0,0
YJL096W_mRNA,0,0,0,0
YJL095W_mRNA,0,0,0,0
YJL094C_mRNA,0,0,0,0
